GRB	Time [UT]	Trigger Number	BAT RA (J2000)	BAT Dec (J2000)	BAT 90% Error Radius [arcmin]	BAT T90 [sec]	BAT Fluence (15-150 keV) [10^-7 erg/cm^2]	BAT Fluence 90% Error (15-150 keV) [10^-7 erg/cm^2]	BAT 1-sec Peak Photon Flux (15-150 keV) [ph/cm^2/sec]	BAT 1-sec Peak Photon Flux 90% Error (15-150 keV) [ph/cm^2/sec]	BAT Photon Index (15-150 keV) (PL = simple power-law, CPL = cutoff power-law)	BAT Photon Index 90% Error (15-150 keV)	XRT RA (J2000)	XRT Dec (J2000)	XRT 90% Error Radius [arcsec]	XRT Time to First Observation [sec]	XRT Early Flux (0.3-10 keV) [10^-11 erg/cm^2/s]	XRT 11 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s]	XRT 24 Hour Flux (0.3-10 keV) [10^-11 erg/cm^2/s]	XRT Initial Temporal Index	XRT Spectral Index (Gamma)	XRT Column Density (NH) [10^21 cm^-2]	UVOT RA (J2000)	UVOT Dec (J2000)	UVOT 90% Error Radius [arcsec]	UVOT Time to First Observation [sec]	UVOT Magnitude	UVOT Other Filter Magnitudes	Other Observatory Detections	Redshift	Host Galaxy	Comments	References	Burst Advocate
100316B	08:01:36	416103	163.499	-45.464	1.4	3.8	2.0	0.2	1.3	0.1	2.23, PL	0.18	10:53:57.24	-45:28:20.5	1.5	64.09	n/a	0.013269003	0.00638088	-0.9384	2.23535	2.58912	10:53:57.141	-45:28:21.54	0.52	67	V=18.28	U=18.44|B=18.97|UVW1=18.91|UVM2>18.59|UVW2>19.13|White=18.36	ESO/MPI (2.2m), PROMPT (16"), VLT	1.180 (VLT: absorption)				Wayne Baumgartner
100302A	19:53:06	414592	195.504	74.568	1.7	17.9	3.1	0.4	0.5	0.1	1.72, PL	0.19	13:02:03.87	74:35:24.5	1.5	125.47	196	0.027310176	0.015990552	-2.686	1.9307	0.000053533	n/a	n/a	n/a	132	V>18.82	B>19.58|U>20.10|UVW1>19.49|UVM2>19.26|UVW2>19.61|White>21.24	Lulin (1m), Gemini-North	4.813 (Gemini-North: absorption)				Jay Cummings
100219A	15:15:46	412982	154.202	-12.555	2.5	18.8	3.7	0.6	0.4	0.1	1.34	0.25	10:16:48.52	-12:33:59.6	1.4	178.56	n/a	0.14046975	0.014096115	-1.775	1.58721	0.00266081	10:16:48.54	-12:33:57.9	1.0	183	V>19.7	B>20.5|U=20.35|UVW1>19.9|UVM2>18.3|UVW2>19.5|White=20.91	NOT, MPI/ESO (2.2m), MITSuME (50cm), VLT, Gemini South, Gunma Astronomical Observatory (150cm)	4.5 (MPI/ESO: photometric)|4.6667 (VLT: absorption)|4.7 (Gemini South: absorption)	Palomar: potential (lowish redshift) host candidate.|UVOT: The fading observed suggests that this is the afterglow of GRB 100219A superimposed on the host galaxy candidate (GCN 10433).			Antonia Rowlinson
091208B	09:49:57	378559	29.411	16.881	1.2	14.9	33	2	15.2	1.0	1.74, PL	0.11	01:57:34.13	16:53:23.1	1.4	115.14	n/a	0.110656	0.04450142	-0.3223	2.03333	8.16791	01:57:34.09	16:53:22.82	0.6	119	n/a	B=18.38|U=18.63|White=17.92	BOOTES-3, MITSuME (50cm), Faulkes (2m), Gemini North, Fermi (GBM), NOT, ESO/MPI (2.2m), Keck I, Z-600, Gunma Astronomical Observatory (150cm), Xinglong TNT	1.063 (Gemini North: absorption)|1.0633 (Keck I: absorption)				Claudio Pagani
091127	23:25:45	377179	36.581	-18.948	1.2	7.1	90	3	46.5	2.7	2.05, PL	0.07	02:26:19.91	-18:57:08.1	1.4	3214.62	n/a	2.047116	0.610428	-1.082	1.80187	0.756361	02:26:19.89	-18:57:08.63	0.55	3219	V=17.0	UVW1=15.9|UVM2=15.6|White=16.2	Liverpool (2m), REM (60cm), ESO/MPI (2.2m), NOT, CAHA (1.23m), TAROT (25cm), Gemini-North, MASTER II, Fermi (GBM), Mt.Terskol (Z-600), Konus-Wind, PROMPT (16"), Suzaku, VLT, Zadko (1.0m), CTIO (1.3m), Gunma Astronomical Observatory (150cm)	0.490 (Gemini-North: emission)|0.49034 (VLT: emission)		Due to an observing constraint, Swift will not slew until T0+50 minutes.		Eleonara Troja
091109A	04:57:43	375246	309.252	-44.177	2.1	48	16	2	1.3	0.4	1.31, PL	0.25	20:37:01.87	-44:09:31.0	1.5	150.68	n/a	0.025873236	0.012316572	-3.015	1.96352	7.86986	20:37:01.80	-44:09:29.6	0.7	156	V>19.94	B>20.49|U>20.97|UVW1>20.59|UVM2>20.46|UVW2>20.68|White=19.88	Faulkes South (2m), ESO/MPI (2.2m), VLT	3.5 (ESO/MPI: photometric)|3.076 (VLT: absorption)				Sam Oates
091029	03:53:22	374210	60.166	-55.954	1.0	39.2	24	1	1.8	0.1	1.46, CPL	0.27	04:00:42.63	-55:57:19.6	1.4	79.88	180	0.16721793	0.06591486	-3.707	2.11535	2.82219	04:00:42.59	-55:57:20.0	0.55	91	V=17.81	B=19.04|U=18.42|UVW1>19.32|UVM2>18.74|UVW2>20.45|White=18.75	ESO/MPI (2.2m), PROMPT (16"), Gemini-South, BOOTES-3, CTIO (1.3m), Stardome (0.4m)	2.752 (Gemini-South: absorption)				Dirk Grupe
091024	08:56:01	373674	339.240	56.885	1.0	109.8	61	3	2.0	0.3	1.20, PL	0.08	n/a	n/a	n/a	3192.00	10	0.13180635	0.02893163	-1.944	1.49013	17.184	n/a	n/a	n/a	3000	n/a	B>17.31|U>19.03|UVW1>20.37|UVW2>17.28	Faulkes North (2m), RAS Observatory, Gemini-North, Xinglong TNT, Fermi (GBM), SRO (35cm), Super-LOTIS (0.6m), KAIT, Konus-Wind, Konus-RF, Yunnan Observatory (2.4m), SAO RAS, ZTE	1.092 (Gemini-North)|1.091 (Keck I: absorption)		Due to an observing constraint, Swift will not slew until T0+50.0 minutes. There will be no XRT or UVOT data until this time.|UVOT: no detection		Frank Marshall
091020	21:36:44	373458	175.727	50.977	1.0	34.6	37	1	4.2	0.3	1.53, PL	0.07	11:42:55.23	50:58:42.5	1.4	81.50	301	0.14840932	0.05134136	-2.984	2.08587	5.08013	11:42:55.20	50:58:42.0	0.5	89	V=16.40	B=17.27|U=17.06|UVW1=20.29|UVM2>20.29|UVW2>20.27|White=15.73	MASTER II, NOT, Konus-Wind, Lick (40"), TLS (1.34m), VLA @ 8.46 GHz, Fermi (GBM), Dark Sky Observatory (14")	1.71 (NOT)				Judy Racusin
091018	20:48:19	373172	32.191	-57.546	1.0	4.4	14	1	10.3	0.4	1.77, CPL	0.24	02:08:44.57	-57:32:53.4	1.4	61.49	44	0.14420988	0.04153068	-0.4071	1.98015	1.55551	02:08:44.61	-57:32:53.8	0.61	68	V=16.4	U=15.07|B=16.4|UVW1=15.9|UVM2=15.7|UVW2=16.1|White= 14.57	ROTSE-III, Magellan Clay, ESO/MPI (2.2m), VLT, BOOTES-3, Faulkes South, Konus-RF, PROMPT (16"), miniTAO (1.0m), CTIO (1.3m)	0.971 (Magellan Clay: absorption)|0.9710 (VLT: absorption)				Michael Stamatikos
090927	10:07:16	370846	343.929	-70.973	1.6	2.2	2.0	0.3	2.0	0.2	1.80, PL	0.20	22:55:53.44	-70:58:48.9	1.5	2136.98	n/a	0.05199994	0.020505774	-0.28	2.06549	1.04197	22:55:53.41	-70:58:49.3	0.63	2121	V=19.0	B=19.50|U=18.77|UVW1>19.63|UVM2>19.89|UVW2>18.84|White=19.13	Zadko (1.0m), VLT, Faulkes South, Fermi (GBM)	1.37 (VLT: absorption)		Due to an observing constraint, Swift will not slew until T0+33.8 minutes. There will be no XRT or UVOT data until this time.		Dirk Grupe
090926B	21:55:48	370791	46.310	-38.997	1.0	109.7	73	2	3.2	0.3	0.52, CPL	0.24	03:05:13.95	-39:00:21.6	1.4	88.76	315	0.05999079	0.023886003	-1.011	1.56483	13.9441	n/a	n/a	n/a	98	V>19.19	B>20.32|U>20.22|UVW1>20.25|UVM2>19.77|UVW2>19.09|White>21.21	MAXI (GSC), VLT, Fermi (GBM)	1.24 (VLT: emission & absorption)				Dirk Grupe
090814A	00:52:19	359951	239.613	25.586	2.0	80	13	2	0.6	0.2	1.81, PL	0.19	15:58:26.46	25:37:51.6	1.5	159.30	165	0.011438232	0.005363007	-2.229	1.78576	0.000000002061	n/a	n/a	n/a	170	V>20.18	U=21.05|B>21.30|UVW1>20.66|UVM2>20.5|UVW2>20.81|White=21.54	ESO/MPI (2.2m), VLT, NOT, Shajn (CrAO)	0.696 < z < 2.2 (VLT: absorption)				Tilan Ukwatta
090812	06:02:08	359711	353.20	-10.609	1.0	66.7	58	2	3.6	0.2	1.24, PL	0.05	23:32:48.56	-10:36:17.5	1.4	76.82	495	0.11709094	0.04648606	-2.317	1.88559	5.99391	23:32:48.53	-10:36:17.3	0.78	86	V=18.17	B=18.62|U=18.65|UVW1>19.20|UVM2>18.72|UVW2>19.13|White=17.35	Palomar (60"), Liverpool (2m), VLT, ESO/MPI (2.2m), RAPTOR, Faulkes South, Suzaku, Konus-Wind, PROMPT (16")	2.452 (VLT: absorption)				Michael Stamatikos
090809	17:31:14	359530	328.665	-0.083	2.0	5.4	3.4	0.5	1.1	0.2	1.34, PL	0.24	21:54:43.20	-00:05:01.4	1.4	104.02	n/a	0.05008357	0.021830222	-1.064	1.94644	8.30851	21:54:43.19	-00:05:01.83	0.6	108	V=19.87	B>21.1|U>20.8|UVW1>20.7|UVM2>20.5|UVW2>21.6|White=19.53	NOT, VLT, WHT	2.737 (VLT)				Craig Markwardt
090726	22:42:27	358422	248.681	72.866	1.7	67.0	8.6	1.0	0.7	0.2	2.25, PL	0.19	16:34:43.29	72:53:03.1	1.5	3061.74	3800	0.0232314	0.00786303	-1.389	2.4288	10.6388	n/a	n/a	n/a	3610	V=19.98	B=20.80|U>20.9|UVW1>20.6|UVM2>20.6|UVW2>21.0|White=20.62	SAO RAS (1m), SAO RAS (6m), Ondrejov (50cm), Crni Vrh Observatory (60cm), Shajn, Konkoly Observatory (60/90 cm)	2.71 (SAO RAS: absoption)		Swift will not slew until T0+48.9 minutes (Earth-limb constraint). There will be no XRT or UVOT data until this time		Kim Page
090715B	21:03:14	357512	251.337	44.837	1.0	266	57	2	3.8	0.2	1.57, PL	0.07	16:45:21.57	44:50:20.0	1.4	46.25	419	0.09306745	0.0395682	-1.126	2.02532	8.28035	16:45:21.62	44:50:21.3	n/a	53	V>21.0	B>20.3|U>21.2|UVW1>21.2|UVM2>21.0|UVW2>21.4|White=20.37	Liverpool (2m), NOT, WHT, San Pedro Martir (1.5m), Konus-Wind, Lick (2m), VLA @ 8.46 GHz, Lick (3m), PROMPT (16")	3.00 (WHT)				Loredana Vetere
090618	08:28:29	355083	294.008	78.352	0.46	113.2	1050	10	38.9	0.8	1.42, CPL	0.08	19:35:58.47	78:21:24.4	1.4	120.90	31500	1.06260286	0.35844587	-4.423	1.82831	2.46604	19:35:58.69	78:21:24.3	0.74	129	V=15.60	B=15.92|U=14.62|UVW1=15.09|UVM2=15.23|UVW2=15.27|White=14.27	Palomar (60"), KAIT, ROTSE-IIIb, Lick (3m), Observatorio Astrofisico Guillermo Haro (2.1m), Faulkes North, Mt. Lemmon (1.0m), AGILE , SARA (0.9m), Liverpool, AMI Large Array @ 14.6 to 17.5 GHz, VLA @ 8.46 GHz, Fermi GBM, OAUV (0.4m), WSRT @ 4.9 GHz, Shajn, BOAO (15.5cm), SAO RAS (6m), RTT150, Konus-Wind, PAIRITEL (1.3m), AGILE , Suzaku, SARA (0.9m), HCT (2m), Sayan Observatory (1.5m), CORONAS-PHOTON	0.54 (Lick: absorption)|0.54 (SAO RAS: emission)	r = 22.7, i = 22.2 (SDSS)			Patricia Shady
090530	03:18:18	353567	179.400	26.590	1.9	48	11	1	2.5	0.3	1.61, PL	0.17	11:57:40.48	26:35:36.9	1.4	n/a	64.2	0.10044405	0.04735185	-5.158	2.03975	0.811758	11:57:40.50	26:35:38.4	0.5	83	V=17.69	B=18.60|U=17.46|UVW1=20.15|UVM2=20.31|UVW2=21.31|White=17.43	ROTSE-IIIb, PAIRITEL (1.3m), GRAS002 (0.30m), NOT, MPI/ESO (2.2m), Mt. Lemmon (1.0m), RAPTOR, RTT150, Dark Sky Observatory (14"), VLT	~1.266 (VLT)				John Cannizzo
090529	14:12:35	353540	212.446	24.450	2.0	>100	6.8	1.7	0.4	0.1	2.00, PL	0.3	14:09:52.56	24:27:32.2	1.5	197.09	148	0.019368992	0.011372352	-3.423	2.22623	0.0000000326479	14:09:52.56	24:27:32.2	0.7	204	V>20.24	B=20.97|U>20.87|UVW1>20.60|UVM2>20.20|UVW2>20.65|White=20.81	TNT, TLS (1.34m), Mt.Terskol (Z-600), OSN (1.5m), NOT, VLT, MITSuME (50cm), RTT150	2.625 (VLT: absorption)				Taka Sakamoto
090519	21:08:56	352648	142.317	0.190	2.0	64	12	1	0.6	0.2	1.02, PL	0.20	09:29:06.98	00:10:48.4	1.5	114.92	57.7	0.000030197088	0.0000046939488	-2.386	1.46604	13.5112	n/a	n/a	n/a	106	V>19.8	B>20.6|U>20.4|UVW1>20.3|UVM2>20.4|UVW2>20.6|White>21.5	NOT, ESO/MPI (2.2m), VLT	3.9 (ESO/MPI: photometric)|3.85 (VLT: absorption)		UVOT: no detection		Matteo Perri
090516A	08:27:50	352190	138.246	-11.848	1.5	210	90	6	1.6	0.2	1.84, PL	0.11	09:13:02.52	-11:51:15.9	1.5	170	1960	n/a	0.14	3.27	2.09	1.57	n/a	n/a	n/a	171	V>19.63	B>20.32|U>20.20|UVW1>20.36|UVM2>20.18|UVW2>20.41|White>21.06	Faulkes South (2m), NOT (2.5m), Zadko (1.0m), VLT, ESO/MPI (2.2m), Stardome (0.4m), Fermi (GBM), Konus-Wind	4.109 (VLT: absorption)|4.1 (ESO/MPI: photometric)		UVOT: no detection		Antonia Rowlinson
090510	00:23:00	351588	333.552	-26.598	1.7	0.3	3.4	0.4	9.7	1.1	0.98, PL	0.20	22:14:12.55	-26:34:59.3	1.4	94.10	n/a	0.00471152	0.000922584	-0.6571	1.75106	0.439356	22:14:12.5	-26:34:59.2	0.61	80	V=18.46	B>19.62|U=19.05|UVW1=18.61|UVM2=18.10|UVW2=18.31|White=18.76	Fermi (LAT), Fermi (GBM), NOT, AGILE, Konus-Wind, La Silla (2.2m), VLT, Suzaku	0.903 (VLT: emission)				Erik Hoversten
090426	12:48:47	350479	189.082	32.978	1.7	1.2	1.8	0.3	2.4	0.3	1.93, PL	0.22	12:36:18.07	32:59:08.8	1.4	84.62	n/a	0.024033444	0.01149863	-0.945	2.03664	2.04663	12:36:18.07	32:59:09.6	0.5	89	V=19.04	U=18.11|B=18.92|UVW1>19.92|UVM2>19.63|UVW2>19.82|White=17.52	TNT, Keck-I, MITSuME (50cm), Okayama Astrophysical Observatory (188cm), ESO/MPI (2.2m), VLT, Gao-Mei-GU (2.4m), Gunma Astronomical Observatory (150cm), AZT-11	2.609 (Keck-I: absorption)|2.609 (VLT: absorption)				Jay Cummings
090424	14:12:09	350311	189.531	16.829	1.0	48	210	0.0	71.0	2.0	1.19, CPL	0.15	12:38:05.12	16:50:15.6	1.4	84.46	654	0.8685105	0.36182094	-1.287	1.96315	4.26707	12:38:05.11	16:50:15.1	0.74	91	V=16.86	B=17.27|U=16.40|UVW1=16.81|UVM2=17.39|UVW2=17.51|White=15.27	ROTSE-IIIa, TNT, Fermi (GBM), Calar Alto (1.23m), Liverpool (2m), AAVSO (0.4m), TAOS (50cm), Gemini-South, ESO/MPI (2.2m), Taurus Hill Observatory (0.35m), Lulin (1m), WHT, Mt. Lemmon (1.0m), VLA @ 8.46 GHz, Suzaku, Sampurnanand (1.04m), Gao-Mei-Gu (2.4m), CTIO (1.3m), ICSP VLF, AZT-11	0.544 (Gemini-South: absorption)|0.544 (WHT)				John Cannizzo
090423	07:55:19	350184	148.891	18.165	1.1	10.3	5.9	0.4	1.7	0.2	0.80, CPL	0.50	09:55:33.26	18:08:57.9	1.4	72.48	n/a	0.04166331	0.013979004	-1.36	1.8158	56.4459	n/a	n/a	n/a	77	V>19.6	B>20.2|U>20.4|UVW1>20.1|UVM2>20.1|UVW2>20.5|White>21.3	UKIRT, Gemini-North, MPI/ESO (2.2m), TNG (3.6m), Okayama Astrophysical Observatory (188cm), Fermi (GBM), Plateau de Bure Interferometer, Spitzer	8.0 (MPI/ESO: photometric)|~8.1 (TNG)		UVOT: no detection		Hans Krimm
090418A	11:07:40	349510	269.320	33.407	1.4	56	46	2	1.9	0.3	1.48, PL	0.07	17:57:15.17	33:24:21.3	1.4	96.10	105	0.11250812	0.032624602	-5.06	2.03408	10.5599	17:57:15.17	33:24:21.1	0.5	84	V=17.31	U=17.31|B=18.22|UVW1=20.82|UVM2>21.8|UVW2>21.8	KAIT, ROTSE-IIIb, Lick (3m), PAIRITEL (1.3m), VLA @ 8.46 GHz, Shajn (CrAO), RTT150, Konus-Wind, Sonoita Research Observatory (35cm), Shajn	1.608 (Lick: absorption)				Vanessa Mangano
090407	10:28:25	348650	68.979	-12.684	2.2	310	11	2	0.6	0.1	1.73, PL	0.29	04:35:55.07	-12:40:45.1	1.4	93.04	n/a	0.14996835	0.0924868	-2.079	2.34527	2.95403	n/a	n/a	n/a	98	V>19.25	U>19.61|B>19.99|UVW1>19.35|UVM2>19.49|UVW2>19.74|White>21.04		1.4485 (TOUGH: emission)		UVOT: no detection		Houri Ziaeepour
090313	09:06:27	346386	198.400	8.086	2.2	79	14	2	0.8	0.3	1.91, PL	0.29	13:13:36.25	08:05:50.2	1.5	n/a	n/a	0.2803248	0.1192681	-0.9977	2.07619	27.6158	n/a	n/a	n/a	27000	V=20.10	U>21.44|B=21.50|UVW1> 21.78|UVM2>21.22|UVW2>21.58	KAIT, ESO/MPI (2.2m), Faulkes North (2m), OSN (1.5m), GRAS-04 (0.25m), Gemini-South, PAIRITEL, Zadko, TAROT (25cm), IAC80 (0.8m), MITSuME (50cm), AMI Large Array @ 14.5 to 17.5 GHz, CARMA @ 92.5 GHz, CTIO (1.3m), VLA @ 8.46 GHz, VLT, Melipal, WSRT @ 4.9 GHz, Bologna Observatory (1.52m)	3.375 (Gemini-South: absorption)|3.375 (VLT: absorption)|3.3721 (Melipal: absorption)		Due to a Moon observing constraint, Swift cannot slew to the BAT position until 16:45 UT. There will thus be no prompt XRT or UVOT data for this trigger.		Jirong Mao
090205	23:03:14	342121	220.917	-27.848	2.0	8.8	1.9	0.3	0.5	0.1	2.15, PL	0.23	14:43:38.61	-27:51:10.4	1.4	87.61	n/a	0.022693265	0.00401506	-1.484	2.03416	6.57538	n/a	n/a	n/a	92	V>20.7	B>21.7|U>20.5|UVW1>21.4|UVM2>21.4|UVW2>21.5|White>21.1	VLT, ESO/MPI (2.2m), Zadko Telescope (1.0m)	4.7 (ESO/MPI: photometric)|4.6497 (VLT: absorption)		Declared a burst of interest.		Matteo Perri
090113	18:40:39	339852	32.067	33.436	1.0	9.1	7.6	0.4	2.5	0.2	1.60, PL	0.10	02:08:13.80	33:25:42.3	1.5	70.91	81.3	0.031875012	0.011442024	0.02173	2.25448	3.13819	n/a	n/a	n/a	79	n/a	White>20.73		1.7493 (TOUGH: emission)		UVOT: no detection		Hans Krimm
090102	02:55:45	338895	128.248	33.107	1.4	27.0	0.68	0.03	5.5	0.8	1.36, PL	0.08	08:32:58.56	33:06:51.0	1.4	387.21	60.9	0.18249756	0.05766978	-0.5003	1.76997	5.29373	08:32:58.54	33:06:51.2	1.10	395	V=17.02	B=18.35|U=17.89|UVW1>19.99|UVM2>19.67|UVW2>20.45|White=18.04	TAROT (25cm), REM (60cm), NOT, ESO/MPI (2.2m), IAC80, Palomar (60" and 200"), Hobby-Eberly, Konus-Wind	1.547 (NOT)|1.546 (Palomar 200": absorption)|1.55 (Hobby-Eberly: absorption)	R~24.5 (HST)	Declared a burst of interest.		Vanessa Mangano
081222	04:53:59	337914	22.748	-34.095	1.0	24	48	1	7.7	0.2	1.08, CPL	0.15	01:30:57.69	-34:05:43.0	1.4	51.75	391	0.2564814	0.0810257	-2.1	1.99296	2.97084	01:30:57.59	-34:05:41.49	0.5	60	V=16.20	B=16.86|U=16.32|UVW1>20.9|UVM2>21.0|UVW2>21.1|White=14.84	REM (60cm), ESO/MPI (2.2m), Konus-Wind, Faulkes South, Gemini-South, Fermi, Gemini-North, MITSuME (50cm)	~2.7 (UVOT)|2.77 (Gemini-South: absorption)|2.77 (Gemini-North: absorption)				Dirk Grupe
081221	16:21:11	337889	15.801	-24.542	1.0	34	181	3	18.2	0.5	1.21, CPL	0.13	01:03:10.25	-24:32:53.3	1.4	68.40	7360	0.1717238	0.06286634	-1.403	2.4947	3.74385	n/a	n/a	n/a	78	V>20.74	B>21.55|U>21.69|UVW1>21.57|UVM2>21.55|UVW2>21.35|White>21.41	Gemini-North, Fermi (GBM), ESO/MPI (2.2m), VLA @ 8.46 GHz	2.26 (Salvaterra)	B~25.4, I~24.5 (Keck I)	Note that this burst is coincident with a Fermi GBM burst (trigger 251569273)|UVOT: no detection		Erik Hoversten
081203A	13:57:11	336489	233.071	63.514	1.1	294	77	3	2.9	0.2	1.54, PL	0.06	15:32:07.71	63:31:15.0	1.4	83.10	1780	0.0685881	0.01521184	-2.132	2.03508	4.58954	15:32:07.58	63:31:14.9	0.5	93	V=13.30	B=13.53|U=13.07|UVW1=14.82|UVM2>17.57|UVW2=17.19|White=14.53	Mt. Terskol (Z-600), Stara Lesna (0.5m), Konus-Wind, Skynet (14" GORT), Xinglong TNT, MITSuME (50cm), Murikabushi Telescope (105cm), CrAO (AZT-11), SAO RAS (6m)	2.1 (UVOT: absorption)				Ann Parsons
081121	20:35:32	335105	89.282	-60.612	1.4	14	41	3	4.4	1.0	0.43, CPL	0.54	05:57:06.09	-60:36:10.0	1.4	2813.20	n/a	0.4234206	0.13658254	-1.45	1.89531	1.04036	05:57:06.15	-60:36:10.0	0.6	2816	V=17.58	B=18.26|U=17.62|UVW1=20.60|UVM2>20.09|UVW2>20.78|White=17.93	ROTSE-IIIc, ESO/MPI (2.2m), Magellan/Clay (6.5m), Fermi, CTIO (1.3m), Konus-Wind	2.512 (Magellan/Clay: aborption)		Due to an observing constraint, Swift will not slew until T0+45.2 minutes.		Sam Oates
081118	14:56:36	334877	82.572	-43.305	1.6	67	12	1	0.6	0.2	2.10, PL	0.16	05:30:22.14	-43:18:04.0	1.7	153.30	60.1	0.01078578	0.00698124	-4.315	2.54386	0.00000501357	n/a	n/a	n/a	150	V>19.79	B>20.82|U>20.49|UVW1>20.26|UVM2>19.88|UVW2>20.24|White>21.50	VLT, MPI/ESO (2.2m), Zadko	2.58 (VLT: absorption)		UVOT: no detection		Erik Hoversten
081029	01:43:56	332931	346.776	-68.179	2.2	270	21	2	0.5	0.2	1.43, PL	0.18	23:07:05.58	-68:09:20.2	1.4	2702.93	n/a	0.0569576	0.007489755	-0.4869	1.95818	3.14084	23:07:05.35	-68:09:19.8	0.5	2708	V=18.66	B=20.05|U>21.9|UVW1>21.8|UVM2>21.7|UVW2>21.7|White= 19.41	ROTSE-IIIc, ESO/MPI (2.2m), VLT, REM (60cm), Gemini-South, PROMPT (16"), CTIO (1.3m)	3.8479 (VLT: absorption, host)|3.847 (Gemini-South: absorption)		Due to an observing constraint, Swift will not slew until T0+41.3 minutes.		Taka Sakamoto
081028A	00:25:00	332851	121.893	2.305	1.2	260	37	2	0.5	0.1	1.25, PL	0.38	08:07:34.76	02:18:29.8	1.5	190.7	110	n/a	n/a	0.5	2.51	0.80	n/a	n/a	n/a	201	V=20.23	B=20.19|U=21.21|UVW1>19.01|UVM2>18.70|UVW2>19.01|White>20.05	ESO/MPI (2.2m), NOT, Magellan/Clay (6.5m), Shajn Telescope, PAIRITEL (1.3m)	3.038 (Magellan/Clay: absorption)		UVOT: no initial detection, but detection of a re-brightening of the afterglow		Cristiano Guidorzi
081008	19:58:09	331093	279.968	-57.433	1.1	185.5	43	2	1.3	0.1	1.69, PL	0.07	18:39:49.92	-57:25:54.7	1.4	87.15	150	0.07461	0.018765324	0.6652	1.98207	1.37301	18:39:49.877	-57:25:52.87	0.6	96	V=15.64	B=15.79|U=15.19|UVW1=17.03|UVM2>19.16|UVW2>19.53|White=14.96	ROTSE-IIIc, VLT, Gemini-South, CTIO (1.3m)	1.9685 (VLT: absorption)|1.967 (Gemini-South: absorption)	R=20.75 (Gemini-South)			Judy Racusin
081007	05:23:52	330856	339.963	-40.146	1.5	10.0	7.1	0.8	2.6	0.4	2.51, PL	0.20	22:39:50.48	-40:08:49.6	1.4	99.35	153	0.14121013	0.05631807	-3.992	2.102	4.96658	22:39:50.40	-40:08:48.8	0.5	109	V=17.5	B=19.1|U=18.5|UVW1>19.3|UVM2>18.8|UVW2>18.8|White=17.0	REM (60cm), CTIO (1.3m), Faulkes North (2m), Gemini-South (8m), RAPTOR, PROMPT (16"), VLA @ 8.46 GHz, Fermi	0.5295 (Gemini-South: absorption)				Wayne Baumgartner
080928	15:01:32	326115	95.061	-55.176	2.3	280	25	2	2.1	0.1	1.77, PL	0.12	06:20:16.82	-55:11:58.8	1.4	169.70	577	0.06198336	0.01471095	-2.364	2.13864	3.23856	06:20:16.836	-55:11:58.95	0.5	161	V=18.03	B=18.40|U=17.96|UVW1=18.64|UVM2>19.47|UVW2>19.89|White=19.09	ROTSE-IIIa, ESO/MPI (2.2m), Gemini-South, VLT, Watcher	1.692 (VLT: absorption)|1.69 (Gemini-South: absorption)				Taka Sakamoto
080916A	09:45:20	324895	336.289	-57.026	1.0	60	40	1	2.7	0.2	1.17, CPL	0.21	22:25:06.33	-57:01:22.7	1.4	70.21	n/a	0.14086493	0.05244269	-1.32	1.88453	5.53508	22:25:06.20	-57:01:22.9	0.5	78	V=17.55	B=18.90|U=17.53|UVW1=18.25|UVM2=18.42|UVW2=18.75|White=18.33	REM (60cm), VLT, Konus-Wind, Fermi (GBM), PROMPT (16'), ESO/MPI (2.2m), Suzaku	0.689 (VLT: absorption and emission)				Houri Ziaeepour
080913	06:46:54	324561	65.741	-25.127	1.5	8	5.6	0.6	1.4	0.2	0.46, CPL	0.70	04:22:54.71	-25:07:46.7	1.5	99.49	n/a	0.0036919393	0.0014470212	-1.201	1.70843	0.894847	n/a	n/a	n/a	105	V>20.08	B>19.62|U>19.36|UVW1>19.48|UVM2>18.84|UVW2>18.99|White>20.92	ESO/MPI (2.2m), VLT, Konus-Wind	6.44 (ESO/MPI: photometric)|6.7 (VLT)		UVOT: no detection		Patricia Schady
080906	13:33:16	323984	228.055	-80.540	1.7	147	35	2	1.0	0.2	1.59, PL	0.09	15:12:10.84	-80:31:05.1	1.8	71.27	717	0.16791489	0.06315426	-2.07	2.00001	1.968944	15:12:10.65	-80:31:03.2	0.64	62	V=18.61	B=21.02|U=20.37|UVW1>20.9|UVM2>20.5|UVW2>21.1|White=19.71	ESO/MPI (2.2m)	2.0 (UVOT: photometric)				Loredana Vetere
080905B	16:55:45	323898	301.746	-62.568	1.9	128	18	2	0.5	0.1	1.78, PL	0.15	20:06:57.93	-62:33:46.3	1.4	103.21	211	0.2478044	0.0810496	-3.194	1.86248	21.6437	20:06:57.89	-62:33:47.0	0.7	94	V=16.60	B=19.49|U>20.7|UVW1>20.3|UVM2>19.9|UVW2>20.5|White=18.70	VLT, Fermi (GBM), Watcher (40cm)	2.374 (VLT: absorption)		UVOT: uncertain detection in the B band		Mike Stroh
